index,review,review_date,hotelName,hotelUrl
382,Decided to take a last minute trip to Chicago and got lucky with a great rate. Room was great and the location can't be beat. Not a great view (back of other hotel) however the room was very comfortable and it's an easy walk or car service ride to just about anywhere. Very historical and beautiful lobby.,29-Apr-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
383,"Recently I've become a ""GROUPIE"" aka addicted to GROUPONS. During the Holiday Season I came across a coupon for High Tea at the Knickerbocker Hotel. High tea is on my bucket list but, it is usually very $$$. When I came across a Groupon for High Tea at the Knickebocker, I purchased the voucher: $60 tea for 2, cost $32.The Hotel is vintage charming and the Lobby is very small. The High Tea is held at the Bar and a small Library alcove which is basically the Lobby. Everyone coming in and out of the Hotel, will see you sipping and munching. I would've preferred a more private setting.The photo which is on Groupon of the High Tea is NOT what we received. We got 2 mini egg salad toast points with a high onion content (yuk), 2 mini tomato slices with mozzarella cheese and a sprig of basil, 2 mini tuna salad points. Basically, the cheapest food available.The scones in the photo look large and delicious, ours were small and hard. A total of 6 desserts were provided: 2 mini cupcakes, 2 mini tarts & 2 macaroons. The desserts and tea were very good. The mini sandwiches, blah and boring.Been there, done that.",20-Apr-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
384,"Nice rooms, fabulous location, good value given where it is located, close to many of the great sites and eateries Chicago has to offer. Elevators can be iffy and be prepared to wait if you eat in the hotel restaurant - some of the servers' get up and go has got up and gone. Overall it is well worth a visit when in the Windy City.",16-Apr-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
385,"When I travel to Chicago the knickerbocker is alway my first choice to stay! Great greats, great staff and clean rooms along with being in a great location! I definitely recommend this hotel to anyone traveling here!",13-Apr-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
386,"Nothing extraordinary, but a reliably solid hotel in a good location on the north side right off of Michigan Ave. Room was a little small (beds were full size, I think, not queen), but plenty efficient for us. The bathroom has a sliding door, which doesn't provide a lot of privacy, but it was OK. The rates were very reasonable. The staff was polite. I would stay here again.",5-Apr-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
387,"Brought a group of 10 to Chicago for meetings & stayed here, because it was (1) a great location a block away from the meeting space (2) well-reviewed and (3) quite reasonably priced.We were a bit cautious because the price was significantly below other downtown hotels. So we expected to find noticeable deficiencies (that we are happy to overlook for such a lost price). Not the case: we loved it. It was clean, well-appointed, efficient... and soo well located. No complaints at all.We've used other nearby hotels and would rate this one as good as or better than significantly higher priced hotels.",5-Apr-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
388,"I travel to Chicago on a regular basis and tend to try out different hotels on each trip. Sometimes I go for new trendy properties. Other times I check into one of Chicago's history rich legacy hotels. The Millennium Knickerbocker is one of the latter. It's north end ""Gold Coast"" location is walking distance to some of Chicago's most elegant shopping and fine restaurants. One block off of N. Michigan Ave. (on Walton) also delivered a wonderfully quiet room. My room demonstrated some wear and tear, but had very nice features (such as a waterfall shower).Staff is helpful and friendly. Cafe serves a great breakfast. Overall a nice stay. I'd be happy to return.",30-Mar-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
389,"From the minute the accommodating doorman brought in our numerous, bulky luggage items, to super-friendly porters, Dwayne and Craig, we knew we're chose a great hotel. Love the character of older, architectural hotels. Craig was a hoot and his sense of humor was refreshing. Hope to stay here again. ",26-Mar-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
390,"Hotel was nice and rooms were more than adequate. Could use a little update. Quite a lot of restaurants in the area. Heating device can be a little noisy in some rooms. Good breakfast. Standard hotel, you get what you pay for.",25-Mar-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
391,"Stayed for a long weekend away with some girlfriends. Convenient location to all the wonderful sights of downtown Chicago, yet tucked away enough that you don't feel smack dab in the middle of a bustling city.The room was clean and spacious enough for three adults. The bathroom was also very clean and roomy. Beds were comfy, pillows plentiful. We bought snacks/water/wine at Walgreens rather than buying what was in the minibar in the room - but it was well-stocked if that's your preference.It's a lovely property with a warm, historic charm and I'd definitely stay again.",19-Mar-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
392,"Even though there was an issue with the key card machine, they more than made us comfortable. I mean it was a technology fail, not their fault. The machine was up and running in no time at all. They also complimented us with a suite for the inconvenience . The suite is nice, clean, and cozy. The Jacuzzi was wonderful ! We Will be back for sure.",15-Mar-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
393,"Conveniently located near the famous Michigan Ave. Decor is lovely, room was clean. Staff was kind. Has a lovely classic and ritzy vibe :)My only complaint is that my room was near to the elevator, so I could literally hear the elevator chime every time someone called it as well as everyone’s conversations while waiting to get on. Could be rectified by asking for a room further down the hall. All in all, a pleasant stay.",14-Mar-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
394,"Good location very close to Michigan Avenue, Bloomingdales and the Water Tower shopping mall. The bar is reminiscent of another era, is nostalgic and has character. My room however was a little disappointing. It was very small and in need of some TLC. The small enclosed shower stall required me to stand under it while selecting the temperature - not good when the water runs cold for what seemed like a long while. The water pressure was poor in the shower and the basin plug did not hold water. The carpet in my room looked as though it had seen better days and the paint on the woodwork was chipped in many places. I found the fact that there was no deadbolt on the door a little disconcerting. Okay for one night but any longer and I would have asked for a room change.Staff excellent.",6-Mar-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
395,"This charming, historic hotel has modern rooms and a nice restaurant. Most of all it is superbly located at the North end of the Magnificent Mile. It is just across from the Hancock building (the 96th floor is a must for drinks), steps from Water Tower for shopping and a short walk to the beach. Check out Groupon or the hotel's website for some last minute deals!!",2-Mar-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
396,"Had a great experience here from check-in to check-out. Stayed one night. Hotel didn't seem very busy at all. We arrived before posted check-in time but our room was ready and the front desk person was so friendly. We told her we were hungry and she gave us the scoop on the options within the hotel. We checked in and then needed to grab a quick lunch before our spa treatments at Elizabeth Arden, which is just one door down. We went to the hotel restaurant. Frankly, I usually avoid hotel restaurants because I find them to be significantly overpriced and the food is usually average. But, we were in a hurry and it was cold and we didn't feel like walking to find food. We had amazing service in the restaurant. There was only one other pair dining at that time (a late lunch), but still, our waiter and water guy were great. We ordered a club sandwich to split and they graciously put it on two plates for us, each with our own set of fries (without us asking). Presentation was great, food was great. Exactly what we needed.Our next service experience was just before bar closing time when we encountered a super friendly and down-to-earth hotel bartender. I believe he said he'd been with the hotel 20 years!! He was great and we enjoyed some laughs at the bar before turning in for the night.Overall we had a very pleasant stay. This hotel is just around the corner from Water Tower place, so great proximity to shopping if that's what you are in the city for, or a short Uber ride most other places. I would stay again.",26-Feb-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
397,"While staying at another hotel, I stopped by the Martini Bar/Library room for afternoon tea. I ordered the Asian style and so loved it. The waiter, Mora was VERY attentive. I arrived without reservations, and the Director of Operations, Marcus, was kind enough to make sure I was able to have the opportunity to experience the tea. Since I was alone, I sat by the window and people watched as I sipped tea and just relaxed. I highly recommend a visit there.",6-Feb-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
398,"Candice the manager was helpful in resolving a small issue for mutual satisfaction.Hotel is right behind the water tower place and very close to attractions, and Northwestern hospital that we were visiting.",28-Jan-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
399,"Older hotel, smallish room. Quiet and clean. The staff was friendly and helpful. they have a Great bar downstairs and a beautiful ballroom. The perfect location for a romantic visit to Chicago. Great rate as well",24-Jan-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
400,"Hotel is a great location just off Michigan Av, staff are friendly and rooms are clean and good size. They have hot drink making facilities, iron and board. TV’s that connect to Netflix and YouTube. Excellent if you want to avoid the cold weather. Thanks for the stay",23-Jan-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
401,"This is a great hotel, right in the middle of all the action, it’s a great location. Jason, the manager and hotel staff were fabulous, they looked after us really well. It was my birthday and they left a card in our room, signed by all the staff, nice touch. I would recommend this hotel to anyone coming to Chicago!",20-Jan-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
402,"If you like old school hotels with a 1930s feel, this place is great. The rooms have been nicely updated. There is a good fitness room. The breakfast was excellent (paid extra). The staff very accomodating. Located a block from Michigan Ave, two blocks from the lake front. The rooms were extremely cheap price-wise.",19-Jan-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
403,"The service here is amazing! The assistant manager Elly has went above and beyond for me ! She made my stay extremely special. The customers service is the best that I have ever experience , I will definitely return and suggest you visit this hotel.",12-Jan-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
404,"Stayed two nights in a superior plus cormer room in this classic and historic hotel. The location is as good as it gets being located just off the Mag Mile with shops and eateries. The room was large, clean and comfortable. My only regret is that the windows were so dirty that you could hardly look outside - a pitty when the views are great from the high floor corner rooms. Also I missed a handshower in the bathroom, only rainforest shower in our room, which I found strange. However, all in all we had a smooth and enjoyable stay, and I would gladly return here in the future.",11-Jan-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
405,I’m not one to complain but I’ve never received worse service then I’ve received at this place so to begin I left my husband ID in the rental car he had on him a GUN license voters registration social security card and a Official LA wallet app which allows him to catch flights and use as identification if pulled over it also states if you have warrants or expired license they told him there was nothing they can do he would need to go pick someone up at midnight mind you and have them check in for him (I didn’t have my id or cards either left in rental car ) we did pick up my gram mother and she checked us in at 1 am. At the desk the first young lady Diana said we had a tub I have a 2 year old I needed the tub when we returned to a rude guy at front desk he did not give us tub and told us it would be a extra charge this was NEVER advised!!! When asked to speak to manager the manager came out and told me to contact the third party and cancel he then turned his back and walked to back. I would not recommend this place to my worse enemy I don’t spend money to be treated this way. This location needs an immediate intervention with their employees or this business will continue to suffer.,8-Jan-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
406,"I loved my stay at the Knickerbocker! The beds are so comfortable!!! The girls at the front desk knew so much about the history of the hotel. They told us about the hidden door on the 14th floor and how Al Capone’s brother had a speakeasy on the top floor. It’s so cool, a must see if you’re ever in Chicago.",7-Jan-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
407,"Our daughter wanted to throw the New Years Eve Party everyone would remember. The venue, staff and band (Gold Coast Orchestra) made it all she wanted and then some. The staff cheerfully helped with every request. At midnight, the staff fired confetti cannons from the mezzanine. They may have had as much fun as the guests. Check-in was very easy and efficient. The bell staff was very courteous and helpful. They were an excellent first impression of the hotel. The Christmas decorations in the lobby were beautiful.Because of it's central location in downtown Chicago, there is easy access to numerous locations for wedding experience. For the true Chicago experience, try Union Station. The sleeping rooms were very nice. Several guests said they wanted to take the mattress home. Housekeeping was very understanding of the later than normal access they were given to our room.Because of the terrific downtown Chicago location, the only downside is parking is expensive. A very small price to pay for such a memorable experience.",6-Jan-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
408,Great hotel and service on a central location in Chicago.It also has a great restaurant and cocktail bar at the lobby of the hotel. if you come on summer it is few blocks away from the beach and on winter you are 1 block from Michigan avenue( stores and restaurants),4-Jan-19,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
409,"I would like to thank all the staff for their friendliness and professionality and Craig specially for his cordiality and cheerfulness.The location of the hotel is excellent: next to the lake, close to landmarks, shops, restaurants, etc Everything within walking distance.",29-Dec-18,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
410,"This was a last minute reservation for the annual RSNA meeting. Typically a hotel of this class would cost $250 - $300 per night. One week before the meeting the cost was less than $200. While the hotel is a little outdated, it offers great value and an excellent location. ",11-Dec-18,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
411," Our room was the basic king, spotless, bright, very comfortable bed, good linens, nice forest shower (rain nozzle and it was quiet & well serviced. The hotel is around the corner from the Hancock Tower, near Bloomingdales and Water Tower malls, within walking distance to Holy Name Cathedra & lots of restaurants.We plan on staying there again in the near future.",10-Dec-18,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
412,"Great location near the Magnificent Mile, great shopping & restaurants nearby. All the staff were very polite and attentive, breakfast was delicious & reasonably priced. Rooms are clean, comfy & quiet.",30-Nov-18,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
413,"The hotel stay was comfy and needless to say the location is great! Almost everything worthwhile is at walking distance (Shopping, Restaurants, Park, River, to name a few).Most importantly the staff was friendly and welcoming! To mention some of them:1. Craig: Awesome personality, fun to talk with, and works really hard to get what you need and tries to be of service in any way he can. It was such a great pleasure meeting you and stay true to yourself always!2. Henry: Go to him to help you with great recommendations for places to visit. He helped my friend by recommending a really good and professional dentist for her tooth problem. Can’t thank you enough buddy!As for the rest of the staff , they were all friendly and greeted us with a big smile on their face, a feeling that makes you feel at home.It was such a great experience, can't wait come back again! Thank you!",13-Nov-18,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
414,The hotel was extremely well located and an excellent value given the quality of the hotel. Room was large and comfortable. Staff was very professional. Will definitely stay there again when visiting Chicago. ,12-Nov-18,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
415,Front desk was friendly.The rooms had Kurig coffee pods and we constantly had to request for more coffee.Nice bar downstairs and the drinks were fairly priced. The bartenders even handed out crisps for us to snack on.There were a couple wedding parties and the lobby can be noisy.,9-Nov-18,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
416,"A group of us get together every summer somewhere and this year it was Chicago. We chose the Knickerbocker due to location. Great spot and even better hotel. Staff is attentive and outgoing. The rooms are great. Easy access to many great spots downtown Chicago by walking, bus, train, or cab. One of the bests spots to be to enjoy the city.",6-Nov-18,Millennium Knickerbocker Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d87648-Reviews-Millennium_Knickerbocker_Chicago-Chicago_Illinois.html
417,Several guests and I stayed in the Lang House for a couple days in May of 2019 and I hosted a catered party as well. The house is beautiful and well appointed; the common areas are elegant and the guest bedrooms are in excellent condition. The overall experience was made even more special by the gracious staff. Peggy Murphy was especially helpful and accommodating. I highly recommend this property!,17-Jun-19,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html
418,"The Lang House will take your breath away! It is beautifully decorated, completed furnished with elegant style and quality from top to bottom. In addition, it is quiet and comfortable--a perfect place to escape to. The attention to detail makes the Lang House a stand out. The management was more than accommodating and took care of our every need. I travel frequently and have stayed in fabulous five-star hotels and vacation homes in many parts of the world. The Lang House competes with the best of the best! Note that this is an individual vacation home and not a hotel.",20-Apr-19,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html
419,"I rented out the entire Bed and Breakfast for my family and I hosted a 1920s-era murder mystery. The mansion was the perfect setting for it and everyone had an awesome experience. One of the innkeepers, Wayde, really was helpful booking the place as well as the event. The other, Bruce, was very accommodating with helping us check in and out and he really helped me put the finishing touches on the mystery party. The entire family had nothing but great things to say about the place and the hosts. We would definitely stay here again!",26-Dec-18,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html
420,"Quick visit to Chicago for a dr's appt so we made it a 3 day weekend. Beautiful, well appointed historic home in a quiet location easily accessible by the red line. Breakfast was great and the hosts were very hospitable!",4-Nov-18,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html
421,"Lang House was a wonderful respite from the hustle and bustle of the city, but its location provided easy access to all the tourist spots. The train was two short blocks away and had stops in both the museum and Michigan Avenue areas. We even took the ""L"" (train) from Midway airport to the B&B. Of course Uber worked very well also. The house was lovely, and Bruce and Wayde, our hosts, made us feel very welcome. We are already talking about a return visit to Chicago, and would definitely enjoy staying at Lang House again!",19-Oct-18,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html
422,"Lang House B&B offers the best of both worlds-- a lovely, quaint, quiet Chicago neighborhood within an easy commute via Uber or public transit to the bustling city with all its museums and diversions. The breakfast buffet was very nice, and the large, glass front refrigerator was well stocked with juice, bottled water and snacks available any time. Bruce and Wade were very helpful and made our stay very pleasant.",17-Oct-18,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html
423,"Lang House is an exquisite B&B in North Chicago which I strongly recommend, particularly to those looking for an authentic stay in a traditional and beautifully appointed town house, very practical facilities, easy access down to the City and a warm welcome.",23-Sep-18,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html
424,"Lang House, which is owned and run by Bruce & Wade is the most beautiful and charming B&B I've known. Speaking as a hotel owner as well as a world class traveler, I have seen and stayed at too many to count hotels or B&B's. However, Lang House surpasses all expectations! First of all the cleanliness, the decor, the comfort - but most of all the feeling of being ""at home"" away from home. Not only can I not praise it enough, but having experienced an extended stay gave me a new perception of what true hospitality looks like. The kitchen is open 24 hours a day - snacks and drinks are always available, as is the laundry room. The beds are true heaven! The hosts respect privacy yet are always available when needed. Public transportation is truly no more than a 1 minute walk (bus) or 5 minutes (red line). I'm still processing having been ""blown away"" by Lang House and its owners. What an experience!",19-Aug-18,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html
425,"Wonderful B&B! Great room! Great hosts! Beautiful historical house, originally kept inside and outside! Great help yourself kitchen for breakfast and snacks in between! Neighboring house is the Emil Bach House built by Frank Lloyd Wright in 1915! The Lang House is in a similar style!",8-Aug-18,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html
426,"We usually stay in a hotel when we visit Chicago. Never again! Lang House was such a delight: beautiful house, excellent hosts, very clean and comfortable and small details too numerous to mention. There is a sitting room as well as a larger living room on the first floor both of which are perfect for enjoying coffee with the morning paper. The train station is just two blocks away providing easy access to Wrigley Field and downtown.",7-Aug-18,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html
427,"This Victorian Century house is one of a kind, never had such a glorious stay and my wife runs the B & B's here in Quebec for over 30 years! Very clean, the spaces are very unique, they make you feel like you own the place.Bruce & Wade are very friendly and thorough. the upkeep is also a plus.Not far from a subway line, this is also a plus. Thank you and we'll see you next year.",29-Jul-18,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html
428,Gorgeous historic home. Elegant suite. Comfortable bed. Delicious breakfast. Garage parking. Wide porch with rocking chairs. Impeccable gardens and decks. Wonderful hosts. Close to the Chicago Mosaic School. Plan to stay here again.,22-Jul-18,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html
429,"The Lang House is a delightful place to stay. They have thought of every detail. Lovely sheets. Lovely breakfast. Beautiful, historical, well-appointed B and B. We will be coming back. The terrace in back has a view of the lake.",11-Jul-18,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html
430,"This has to be the best B&B in the world!!The owners were friendly and knowledgeable and thought of EVERY detail.The location is excellent with just a few blocks to train, Lake Michigan, and restaurants.The house is spectacular and breakfasts were wonderful!You can have as little or as much interaction with others as you want.Would HIGHLY recommend Lang House to anyone staying in Chicago.",14-Jun-18,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html
431,"We enjoyed our stay at the Lang House B & B!! What a beautiful place and our room was excellent. We will be planning a return trip in the future.... A well maintained Frank Lloyd Wright home with beautiful windows, stately entrance, close to Loyola, close to Andersonville neighborhood, has garage parking for an extra fee - but worth it.",18-May-18,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html
432,"No B & B is a winner without great hosts, and The Lang House has two winners with Wayde and Boyd, who are a great combination of professional, helpful and friendly. The Lang House has wonderful original architectural features, such as original hand painted murals in the parlor and sun room, and a great kitchen & breakfast set up in a well planned/laid out, self-serve type kitchen. The guest rooms are very comfortable with every need fulfilled, complete with a mini fridge for those restaurant left-overs, an unusual touch in a B & B. Breakfast is one of the main reason's we enjoy B & B travel, and due to my allergies, they kindly made a special egg dish without cheese for me, which was delicious. Our room had a transitional decor that was timeless, elegant and serene, with a comfortable, upholstered loveseat, bedside tables with lamps for reading, and included a desk, where I could set up my makeup mirror, or sit to use a laptop. The room had large windows which let us enjoy their neighboring property, The Emil Bach House, a Frank Lloyd Wright Designed Home, to the south, and their entrance garden, filled with tulips and other spring blooms, facing the street on the west side. Even though Sheridan Road is busy during the day, once the shades are pulled down and the heavy, designer drapes are drawn, at night the room becomes tranquil and peaceful for a good night's sleep. The marble and subway tile bathroom was wonderful and had a delightful shower. They supplied fluffy, spa robes, and also had an iron and ironing board in the closet, which came in handy for us. The Inn has wonderful common spaces, and we hung out for a while in the basement level family room, where we took in a DVD movie, but they have subscription service to stream movies as well. The home also has some great outdoor hangout/dining spaces, along with a fully equipped Sauna and Spa Space, and they are only a stone's throw from Lake Michigan. Situated between Northwestern and Loyolla University, on Sheridan Road, makes the Inn ideal, especially if you are in town for a graduation, as we were. As a Designer, I appreciate when no harm has been done to the original Architecture of the Home and the interior design embraces the home, rather than being in stark contrast, and they have pulled this balance off with perfection. And I need to add, that the entire home is also spotlessly clean and uncluttered. The only downside we could find, was that they could use some new bed pillows, as theirs were aging, and there was no communal dining for breakfast, which we really enjoy for getting to know the Innkeepers and other guests, but we realize that some people don't. We hope to return to the Lang House again, as Wade and Boyd have made it better than any hotel could ever be, with the at-home feeling, value, comfort and service,",16-May-18,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html
433,A must stay at when in Chicago. My first time to experience both the city of Chicago and the Lang House B&B. Very Friendly staff and accommodating. Quiet neighborhood and nice location. Near downtown and other nearby areas.,25-Apr-18,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html
434,"We were immediately welcomed and given a personal tour of this historical beauty. Around every nook and corner was a gem - from the flooring, to the furniture, to the artwork and even the light fixtures, we were delighted. Our king bed was very comfortable, and we were additionally treated to a heated floor in the bathroom! The frittatas and quiches at breakfast were delicious. It felt like home, but a gorgeous upgrade!",22-Apr-18,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html
435,Wade and Bruce were fantastic hosts. Beds are very comfortable and clean. Bruce makes a great quiche. Beautiful & immaculate location. Every time we're in Chicago this is where we stay. Highly recommend to all of our friends!! ,11-Mar-18,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html
436,We had a wonderful time at the Lang House. Bruce and Wayde went over and beyond to show us where to go in the city. They made sure the room was in order and the breakfast was awesome. We definately will come back to visit.,24-Jan-18,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html
437,We just got back from being the guests of Bruce and Ward at the Lang House. A very nice stay indeed and we will remember to book next time we are in Chicago. Very clean and spacious Mansion nest to a Frank Loyld Wright home! Also just a short walk to the lake. Parking may be somewhat limited so I would book parking with them for an uncharge. But as you know Chicago parking is hard to come by and when you do its not cheap. We felt well taken care and it was a great stay.,9-Nov-17,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html
